# R(23)3300019 has a factor: 39600229 (25.24 Bits)
-3,2125649,25,15
# R(-3)2159701 has a factor: 64791031 (25.95 Bits)
-3,2159701,25,15
# R(-3)2176039 has a factor: 65281171 (25.96 Bits)
-3,2176039,25,15
# R(-3)2194319 has a factor: 65829571 (25.97 Bits)
-3,2194319,25,15
# R(-3)2166121 has a factor: 64983631 (25.95 Bits)
-3,2166121,25,15
# R(-3)2187491 has a factor: 65624731 (25.97 Bits)
-3,2187491,25,15
# R(-3)2160923 has a factor: 64827691 (25.95 Bits)
-3,2160923,25,15
# R(-3)2163361 has a factor: 64900831 (25.95 Bits)
-3,2163361,25,15
# R(-3)2152571 has a factor: 64577131 (25.94 Bits)
-3,2152571,25,15
# R(-3)2101207 has a factor: 75643453 (26.17 Bits)
-3,2101207,26,18
# R(-3)2188037 has a factor: 78769333 (26.23 Bits)
-3,2188037,26,18
# R(-3)2106311 has a factor: 75827197 (26.18 Bits)
-3,2106311,26,18
# R(-3)2158237 has a factor: 77696533 (26.21 Bits)
-3,2158237,26,18
# R(-3)2160247 has a factor: 77768893 (26.21 Bits)
-3,2160247,26,18
# R(-3)2113037 has a factor: 76069333 (26.18 Bits)
-3,2113037,26,18
# R(-3)2183521 has a factor: 78606757 (26.23 Bits)
-3,2183521,26,18
# R(-3)2115431 has a factor: 76155517 (26.18 Bits)
-3,2115431,26,18
# R(-3)2168021 has a factor: 78048757 (26.22 Bits)
-3,2168021,26,18
# R(-3)2140231 has a factor: 77048317 (26.2 Bits)
-3,2140231,26,18
# R(-3)2176121 has a factor: 78340357 (26.22 Bits)
-3,2176121,26,18
# R(-3)2123917 has a factor: 76461013 (26.19 Bits)
-3,2123917,26,18
# R(-3)2148457 has a factor: 77344453 (26.2 Bits)
-3,2148457,26,18
# R(-3)2192563 has a factor: 92087647 (26.46 Bits)
-3,2192563,26,21
# R(-3)2096741 has a factor: 88063123 (26.39 Bits)
-3,2096741,26,21
# R(-3)2097041 has a factor: 88075723 (26.39 Bits)
-3,2097041,26,21
# R(-3)2102999 has a factor: 88325959 (26.4 Bits)
-3,2102999,26,21
# R(-3)2173079 has a factor: 91269319 (26.44 Bits)
-3,2173079,26,21
# R(-3)2146393 has a factor: 90148507 (26.43 Bits)
-3,2146393,26,21
# R(-3)2143019 has a factor: 90006799 (26.42 Bits)
-3,2143019,26,21
# R(-3)2159783 has a factor: 90710887 (26.43 Bits)
-3,2159783,26,21
# R(-3)2128751 has a factor: 89407543 (26.41 Bits)
-3,2128751,26,21
# R(-3)2157229 has a factor: 90603619 (26.43 Bits)
-3,2157229,26,21
# R(-3)2198671 has a factor: 92344183 (26.46 Bits)
-3,2198671,26,21
# R(-3)2121751 has a factor: 89113543 (26.41 Bits)
-3,2121751,26,21
# R(-3)2175083 has a factor: 91353487 (26.44 Bits)
-3,2175083,26,21
# R(-3)2182133 has a factor: 91649587 (26.45 Bits)
-3,2182133,26,21
# R(-3)2132171 has a factor: 89551183 (26.42 Bits)
-3,2132171,26,21
# R(-3)2116123 has a factor: 88877167 (26.41 Bits)
-3,2116123,26,21
# R(-3)2118119 has a factor: 101669713 (26.6 Bits)
-3,2118119,26,24
# R(-3)2147381 has a factor: 103074289 (26.62 Bits)
-3,2147381,26,24
# R(-3)2119879 has a factor: 101754193 (26.6 Bits)
-3,2119879,26,24
# R(-3)2128531 has a factor: 102169489 (26.61 Bits)
-3,2128531,26,24
# R(-3)2116561 has a factor: 101594929 (26.6 Bits)
-3,2116561,26,24
# R(-3)2166251 has a factor: 103980049 (26.63 Bits)
-3,2166251,26,24
# R(-3)2097479 has a factor: 100678993 (26.59 Bits)
-3,2097479,26,24
# R(-3)2186011 has a factor: 104928529 (26.64 Bits)
-3,2186011,26,24
# R(-3)2106809 has a factor: 101126833 (26.59 Bits)
-3,2106809,26,24
# R(-3)2170219 has a factor: 104170513 (26.63 Bits)
-3,2170219,26,24
# R(-3)2111497 has a factor: 101351857 (26.59 Bits)
-3,2111497,26,24
# R(-3)2184703 has a factor: 117973963 (26.81 Bits)
-3,2184703,26,27
# R(-3)2152957 has a factor: 116259679 (26.79 Bits)
-3,2152957,26,27
# R(-3)2115703 has a factor: 114247963 (26.77 Bits)
-3,2115703,26,27
# R(-3)2172799 has a factor: 117331147 (26.81 Bits)
-3,2172799,26,27
# R(-3)2187817 has a factor: 118142119 (26.82 Bits)
-3,2187817,26,27
# R(-3)2193757 has a factor: 118462879 (26.82 Bits)
-3,2193757,26,27
# R(-3)2164367 has a factor: 116875819 (26.8 Bits)
-3,2164367,26,27
# R(-3)2154143 has a factor: 116323723 (26.79 Bits)
-3,2154143,26,27
# R(-3)2132849 has a factor: 115173847 (26.78 Bits)
-3,2132849,26,27
# R(-3)2155723 has a factor: 116409043 (26.79 Bits)
-3,2155723,26,27
# R(-3)2165077 has a factor: 116914159 (26.8 Bits)
-3,2165077,26,27
# R(-3)2121661 has a factor: 127299661 (26.92 Bits)
-3,2121661,26,30
# R(-3)2171509 has a factor: 130290541 (26.96 Bits)
-3,2171509,26,30
# R(-3)2142029 has a factor: 128521741 (26.94 Bits)
-3,2142029,26,30
# R(-3)2142739 has a factor: 128564341 (26.94 Bits)
-3,2142739,26,30
# R(-3)2174057 has a factor: 143487763 (27.1 Bits)
-3,2174057,27,33
# R(-3)2155207 has a factor: 142243663 (27.08 Bits)
-3,2155207,27,33
# R(-3)2169133 has a factor: 143162779 (27.09 Bits)
-3,2169133,27,33
# R(-3)2128481 has a factor: 140479747 (27.07 Bits)
-3,2128481,27,33
# R(-3)2118163 has a factor: 139798759 (27.06 Bits)
-3,2118163,27,33
# R(-3)2172997 has a factor: 143417803 (27.1 Bits)
-3,2172997,27,33
# R(-3)2155423 has a factor: 142257919 (27.08 Bits)
-3,2155423,27,33
